action_unit_version,adaptation_buffer_ids,arm,c_env_ref_after,c_env_ref_before,c_env_samever_after,c_env_samever_before,c_hat_native_after,c_hat_native_before,contrast_error,delta_env_ref,delta_env_samever,delta_pred,encoder_version,false_improvement,gd_iter,model_version,mpc_iter,objective_version,predictor_version,real_history_id,run_id,sample_id,seed,shape,sign_correct,sign_env,sign_pred
pushobj_norm_envapi_v1,"[""s3_executed_mpc6"", ""s3_executed_mpc7"", ""s3_executed_mpc8"", ""s3_executed_mpc9"", ""s3_executed_mpc10""]",FROZEN,0.006024139001965523,0.006024140398949385,0.006024139001965523,0.006024140398949385,0.00534737017005682,0.005347370635718107,9.313225746154785e-10,-1.3969838619232178e-09,-1.3969838619232178e-09,-4.656612873077393e-10,0,False,99,0,11,0,0,s3_history_mpc11,ood_valI_frozen_n5_attempt2,3,301,I,True,-1,-1
pushobj_norm_envapi_v1,"[""s3_executed_mpc7"", ""s3_executed_mpc8"", ""s3_executed_mpc9"", ""s3_executed_mpc10"", ""s3_executed_mpc11""]",FROZEN,0.0063985371962189674,0.00945563055574894,0.0063985371962189674,0.00945563055574894,0.010022144764661789,0.008733322843909264,0.004345915280282497,-0.003057093359529972,-0.003057093359529972,0.0012888219207525253,0,False,0,0,12,0,0,s3_history_mpc12,ood_valI_frozen_n5_attempt2,3,301,I,False,-1,1
pushobj_norm_envapi_v1,"[""s3_executed_mpc7"", ""s3_executed_mpc8"", ""s3_executed_mpc9"", ""s3_executed_mpc10"", ""s3_executed_mpc11""]",FROZEN,0.006212957669049501,0.006859478075057268,0.006212957669049501,0.006859478075057268,0.005406753625720739,0.0054669128730893135,0.0005863611586391926,-0.0006465204060077667,-0.0006465204060077667,-6.015924736857414e-05,0,False,24,0,12,0,0,s3_history_mpc12,ood_valI_frozen_n5_attempt2,3,301,I,True,-1,-1
pushobj_norm_envapi_v1,"[""s3_executed_mpc7"", ""s3_executed_mpc8"", ""s3_executed_mpc9"", ""s3_executed_mpc10"", ""s3_executed_mpc11""]",FROZEN,0.005790973547846079,0.005837479140609503,0.005790973547846079,0.005837479140609503,0.00533934123814106,0.005339662544429302,4.618428647518158e-05,-4.650559276342392e-05,-4.650559276342392e-05,-3.213062882423401e-07,0,False,49,0,12,0,0,s3_history_mpc12,ood_valI_frozen_n5_attempt2,3,301,I,True,-1,-1
pushobj_norm_envapi_v1,"[""s3_executed_mpc7"", ""s3_executed_mpc8"", ""s3_executed_mpc9"", ""s3_executed_mpc10"", ""s3_executed_mpc11""]",FROZEN,0.006045015994459391,0.0060462127439677715,0.006045015994459391,0.0060462127439677715,0.005317163188010454,0.005317535251379013,8.246861398220062e-07,-1.1967495083808899e-06,-1.1967495083808899e-06,-3.7206336855888367e-07,0,False,74,0,12,0,0,s3_history_mpc12,ood_valI_frozen_n5_attempt2,3,301,I,True,-1,-1
pushobj_norm_envapi_v1,"[""s3_executed_mpc7"", ""s3_executed_mpc8"", ""s3_executed_mpc9"", ""s3_executed_mpc10"", ""s3_executed_mpc11""]",FROZEN,0.006039666943252087,0.006039667408913374,0.006039666943252087,0.006039667408913374,0.005314509849995375,0.005314510781317949,-4.656612873077393e-10,-4.656612873077393e-10,-4.656612873077393e-10,-9.313225746154785e-10,0,False,99,0,12,0,0,s3_history_mpc12,ood_valI_frozen_n5_attempt2,3,301,I,True,-1,-1
pushobj_norm_envapi_v1,"[""s3_executed_mpc8"", ""s3_executed_mpc9"", ""s3_executed_mpc10"", ""s3_executed_mpc11"", ""s3_executed_mpc12""]",FROZEN,0.006323706824332476,0.009198150597512722,0.006323706824332476,0.009198150597512722,0.009946051985025406,0.008774611167609692,0.004045884590595961,-0.0028744437731802464,-0.0028744437731802464,0.0011714408174157143,0,False,0,0,13,0,0,s3_history_mpc13,ood_valI_frozen_n5_attempt2,3,301,I,False,-1,1
pushobj_norm_envapi_v1,"[""s3_executed_mpc8"", ""s3_executed_mpc9"", ""s3_executed_mpc10"", ""s3_executed_mpc11"", ""s3_executed_mpc12""]",FROZEN,0.005967434961348772,0.006511072628200054,0.005967434961348772,0.006511072628200054,0.0053662871941924095,0.005412133410573006,0.000497791450470686,-0.0005436376668512821,-0.0005436376668512821,-4.584621638059616e-05,0,False,24,0,13,0,0,s3_history_mpc13,ood_valI_frozen_n5_attempt2,3,301,I,True,-1,-1
pushobj_norm_envapi_v1,"[""s3_executed_mpc8"", ""s3_executed_mpc9"", ""s3_executed_mpc10"", ""s3_executed_mpc11"", ""s3_executed_mpc12""]",FROZEN,0.00595612358301878,0.005801144987344742,0.00595612358301878,0.005801144987344742,0.005303656682372093,0.005306394770741463,-0.00015771668404340744,0.00015497859567403793,0.00015497859567403793,-2.738088369369507e-06,0,True,49,0,13,0,0,s3_history_mpc13,ood_valI_frozen_n5_attempt2,3,301,I,False,1,-1
pushobj_norm_envapi_v1,"[""s3_executed_mpc8"", ""s3_executed_mpc9"", ""s3_executed_mpc10"", ""s3_executed_mpc11"", ""s3_executed_mpc12""]",FROZEN,0.006014851853251457,0.0060800909996032715,0.006014851853251457,0.0060800909996032715,0.0052807023748755455,0.00528103020042181,6.491132080554962e-05,-6.523914635181427e-05,-6.523914635181427e-05,-3.2782554626464844e-07,0,False,74,0,13,0,0,s3_history_mpc13,ood_valI_frozen_n5_attempt2,3,301,I,True,-1,-1
pushobj_norm_envapi_v1,"[""s3_executed_mpc8"", ""s3_executed_mpc9"", ""s3_executed_mpc10"", ""s3_executed_mpc11"", ""s3_executed_mpc12""]",FROZEN,0.006144362967461348,0.006144363433122635,0.006144362967461348,0.006144363433122635,0.005277731455862522,0.005277733318507671,-1.3969838619232178e-09,-4.656612873077393e-10,-4.656612873077393e-10,-1.862645149230957e-09,0,False,99,0,13,0,0,s3_history_mpc13,ood_valI_frozen_n5_attempt2,3,301,I,True,-1,-1
pushobj_norm_envapi_v1,"[""s3_executed_mpc9"", ""s3_executed_mpc10"", ""s3_executed_mpc11"", ""s3_executed_mpc12"", ""s3_executed_mpc13""]",FROZEN,0.006343067158013582,0.009460028260946274,0.006343067158013582,0.009460028260946274,0.00996228028088808,0.008829830214381218,0.004249411169439554,-0.0031169611029326916,-0.0031169611029326916,0.0011324500665068626,0,False,0,0,14,0,0,s3_history_mpc14,ood_valI_frozen_n5_attempt2,3,301,I,False,-1,1
pushobj_norm_envapi_v1,"[""s3_executed_mpc9"", ""s3_executed_mpc10"", ""s3_executed_mpc11"", ""s3_executed_mpc12"", ""s3_executed_mpc13""]",FROZEN,0.005839928053319454,0.006311003118753433,0.005839928053319454,0.006311003118753433,0.005388529505580664,0.005440583918243647,0.0004190206527709961,-0.00047107506543397903,-0.00047107506543397903,-5.205441266298294e-05,0,False,24,0,14,0,0,s3_history_mpc14,ood_valI_frozen_n5_attempt2,3,301,I,True,-1,-1
pushobj_norm_envapi_v1,"[""s3_executed_mpc9"", ""s3_executed_mpc10"", ""s3_executed_mpc11"", ""s3_executed_mpc12"", ""s3_executed_mpc13""]",FROZEN,0.005795230157673359,0.005793024320155382,0.005795230157673359,0.005793024320155382,0.005325838923454285,0.005327967461198568,-4.334375262260437e-06,2.205837517976761e-06,2.205837517976761e-06,-2.128537744283676e-06,0,True,49,0,14,0,0,s3_history_mpc14,ood_valI_frozen_n5_attempt2,3,301,I,False,1,-1
pushobj_norm_envapi_v1,"[""s3_executed_mpc9"", ""s3_executed_mpc10"", ""s3_executed_mpc11"", ""s3_executed_mpc12"", ""s3_executed_mpc13""]",FROZEN,0.0059987623244524,0.005999285727739334,0.0059987623244524,0.005999285727739334,0.0053035500459373,0.005303866695612669,2.0675361156463623e-07,-5.234032869338989e-07,-5.234032869338989e-07,-3.166496753692627e-07,0,False,74,0,14,0,0,s3_history_mpc14,ood_valI_frozen_n5_attempt2,3,301,I,True,-1,-1
pushobj_norm_envapi_v1,"[""s3_executed_mpc9"", ""s3_executed_mpc10"", ""s3_executed_mpc11"", ""s3_executed_mpc12"", ""s3_executed_mpc13""]",FROZEN,0.005993809551000595,0.00599381048232317,0.005993809551000595,0.00599381048232317,0.005300772842019796,0.005300773307681084,4.656612873077393e-10,-9.313225746154785e-10,-9.313225746154785e-10,-4.656612873077393e-10,0,False,99,0,14,0,0,s3_history_mpc14,ood_valI_frozen_n5_attempt2,3,301,I,True,-1,-1
pushobj_norm_envapi_v1,"[""s3_executed_mpc10"", ""s3_executed_mpc11"", ""s3_executed_mpc12"", ""s3_executed_mpc13"", ""s3_executed_mpc14""]",FROZEN,0.006374863442033529,0.009204244241118431,0.006374863442033529,0.009204244241118431,0.010012959130108356,0.008728455752134323,0.004113884177058935,-0.002829380799084902,-0.002829380799084902,0.0012845033779740334,0,False,0,0,15,0,0,s3_history_mpc15,ood_valI_frozen_n5_attempt2,3,301,I,False,-1,1
pushobj_norm_envapi_v1,"[""s3_executed_mpc10"", ""s3_executed_mpc11"", ""s3_executed_mpc12"", ""s3_executed_mpc13"", ""s3_executed_mpc14""]",FROZEN,0.006208162754774094,0.006614868063479662,0.006208162754774094,0.006614868063479662,0.005376526154577732,0.005434632766991854,0.0003485986962914467,-0.0004067053087055683,-0.0004067053087055683,-5.810661241412163e-05,0,False,24,0,15,0,0,s3_history_mpc15,ood_valI_frozen_n5_attempt2,3,301,I,True,-1,-1
pushobj_norm_envapi_v1,"[""s3_executed_mpc10"", ""s3_executed_mpc11"", ""s3_executed_mpc12"", ""s3_executed_mpc13"", ""s3_executed_mpc14""]",FROZEN,0.005854536313563585,0.005901230964809656,0.005854536313563585,0.005901230964809656,0.005307592451572418,0.0053084553219377995,4.583178088068962e-05,-4.669465124607086e-05,-4.669465124607086e-05,-8.628703653812408e-07,0,False,49,0,15,0,0,s3_history_mpc15,ood_valI_frozen_n5_attempt2,3,301,I,True,-1,-1
pushobj_norm_envapi_v1,"[""s3_executed_mpc10"", ""s3_executed_mpc11"", ""s3_executed_mpc12"", ""s3_executed_mpc13"", ""s3_executed_mpc14""]",FROZEN,0.006042928900569677,0.006043920759111643,0.006042928900569677,0.006043920759111643,0.005284090060740709,0.005284477025270462,6.048940122127533e-07,-9.918585419654846e-07,-9.918585419654846e-07,-3.869645297527313e-07,0,False,74,0,15,0,0,s3_history_mpc15,ood_valI_frozen_n5_attempt2,3,301,I,True,-1,-1
pushobj_norm_envapi_v1,"[""s3_executed_mpc10"", ""s3_executed_mpc11"", ""s3_executed_mpc12"", ""s3_executed_mpc13"", ""s3_executed_mpc14""]",FROZEN,0.006037615705281496,0.006037616170942783,0.006037615705281496,0.006037616170942783,0.005281215067952871,0.005281215533614159,0.0,-4.656612873077393e-10,-4.656612873077393e-10,-4.656612873077393e-10,0,False,99,0,15,0,0,s3_history_mpc15,ood_valI_frozen_n5_attempt2,3,301,I,True,-1,-1
pushobj_norm_envapi_v1,"[""s3_executed_mpc11"", ""s3_executed_mpc12"", ""s3_executed_mpc13"", ""s3_executed_mpc14"", ""s3_executed_mpc15""]",FROZEN,0.0063108778558671474,0.00919971615076065,0.0063108778558671474,0.00919971615076065,0.010069245472550392,0.008785264566540718,0.004172819200903177,-0.002888838294893503,-0.002888838294893503,0.001283980906009674,0,False,0,0,16,0,0,s3_history_mpc16,ood_valI_frozen_n5_attempt2,3,301,I,False,-1,1
pushobj_norm_envapi_v1,"[""s3_executed_mpc11"", ""s3_executed_mpc12"", ""s3_executed_mpc13"", ""s3_executed_mpc14"", ""s3_executed_mpc15""]",FROZEN,0.00608312850818038,0.006464296951889992,0.00608312850818038,0.006464296951889992,0.005380046553909779,0.005437993444502354,0.0003232215531170368,-0.0003811684437096119,-0.0003811684437096119,-5.794689059257507e-05,0,False,24,0,16,0,0,s3_history_mpc16,ood_valI_frozen_n5_attempt2,3,301,I,True,-1,-1
pushobj_norm_envapi_v1,"[""s3_executed_mpc11"", ""s3_executed_mpc12"", ""s3_executed_mpc13"", ""s3_executed_mpc14"", ""s3_executed_mpc15""]",FROZEN,0.005861213430762291,0.005800906103104353,0.005861213430762291,0.005800906103104353,0.005309494212269783,0.005310397129505873,-6.121024489402771e-05,6.0307327657938004e-05,6.0307327657938004e-05,-9.029172360897064e-07,0,True,49,0,16,0,0,s3_history_mpc16,ood_valI_frozen_n5_attempt2,3,301,I,False,1,-1
pushobj_norm_envapi_v1,"[""s3_executed_mpc11"", ""s3_executed_mpc12"", ""s3_executed_mpc13"", ""s3_executed_mpc14"", ""s3_executed_mpc15""]",FROZEN,0.00601202854886651,0.006076905410736799,0.00601202854886651,0.006076905410736799,0.0052858018316328526,0.0052861799485981464,6.449874490499496e-05,-6.487686187028885e-05,-6.487686187028885e-05,-3.781169652938843e-07,0,False,74,0,16,0,0,s3_history_mpc16,ood_valI_frozen_n5_attempt2,3,301,I,True,-1,-1
pushobj_norm_envapi_v1,"[""s3_executed_mpc11"", ""s3_executed_mpc12"", ""s3_executed_mpc13"", ""s3_executed_mpc14"", ""s3_executed_mpc15""]",FROZEN,0.0060067856684327126,0.0060067870654165745,0.0060067856684327126,0.0060067870654165745,0.005282915197312832,0.005282916594296694,0.0,-1.3969838619232178e-09,-1.3969838619232178e-09,-1.3969838619232178e-09,0,False,99,0,16,0,0,s3_history_mpc16,ood_valI_frozen_n5_attempt2,3,301,I,True,-1,-1
pushobj_norm_envapi_v1,"[""s3_executed_mpc12"", ""s3_executed_mpc13"", ""s3_executed_mpc14"", ""s3_executed_mpc15"", ""s3_executed_mpc16""]",FROZEN,0.006349168252199888,0.009395167231559753,0.006349168252199888,0.009395167231559753,0.009959965944290161,0.008747019805014133,0.004258945118635893,-0.003045998979359865,-0.003045998979359865,0.0012129461392760277,0,False,0,0,17,0,0,s3_history_mpc17,ood_valI_frozen_n5_attempt2,3,301,I,False,-1,1
pushobj_norm_envapi_v1,"[""s3_executed_mpc12"", ""s3_executed_mpc13"", ""s3_executed_mpc14"", ""s3_executed_mpc15"", ""s3_executed_mpc16""]",FROZEN,0.006159227341413498,0.006732881534844637,0.006159227341413498,0.006732881534844637,0.0053664399310946465,0.005418422631919384,0.0005216714926064014,-0.000573654193431139,-0.000573654193431139,-5.198270082473755e-05,0,False,24,0,17,0,0,s3_history_mpc17,ood_valI_frozen_n5_attempt2,3,301,I,True,-1,-1
pushobj_norm_envapi_v1,"[""s3_executed_mpc12"", ""s3_executed_mpc13"", ""s3_executed_mpc14"", ""s3_executed_mpc15"", ""s3_executed_mpc16""]",FROZEN,0.006052520126104355,0.006010159850120544,0.006052520126104355,0.006010159850120544,0.00530321104452014,0.005305123049765825,-4.4272281229496e-05,4.2360275983810425e-05,4.2360275983810425e-05,-1.9120052456855774e-06,0,True,49,0,17,0,0,s3_history_mpc17,ood_valI_frozen_n5_attempt2,3,301,I,False,1,-1
pushobj_norm_envapi_v1,"[""s3_executed_mpc12"", ""s3_executed_mpc13"", ""s3_executed_mpc14"", ""s3_executed_mpc15"", ""s3_executed_mpc16""]",FROZEN,0.006147382780909538,0.0061659980565309525,0.006147382780909538,0.0061659980565309525,0.0052803573198616505,0.005280700046569109,1.827254891395569e-05,-1.8615275621414185e-05,-1.8615275621414185e-05,-3.427267074584961e-07,0,False,74,0,17,0,0,s3_history_mpc17,ood_valI_frozen_n5_attempt2,3,301,I,True,-1,-1
pushobj_norm_envapi_v1,"[""s3_executed_mpc12"", ""s3_executed_mpc13"", ""s3_executed_mpc14"", ""s3_executed_mpc15"", ""s3_executed_mpc16""]",FROZEN,0.006150576286017895,0.006150576286017895,0.006150576286017895,0.006150576286017895,0.005277513526380062,0.005277513992041349,-4.656612873077393e-10,0.0,0.0,-4.656612873077393e-10,0,False,99,0,17,0,0,s3_history_mpc17,ood_valI_frozen_n5_attempt2,3,301,I,False,0,-1
pushobj_norm_envapi_v1,"[""s3_executed_mpc13"", ""s3_executed_mpc14"", ""s3_executed_mpc15"", ""s3_executed_mpc16"", ""s3_executed_mpc17""]",FROZEN,0.006309977732598782,0.009459832683205605,0.006309977732598782,0.009459832683205605,0.00994080863893032,0.008844442665576935,0.004246220923960209,-0.003149854950606823,-0.003149854950606823,0.001096365973353386,0,False,0,0,18,0,0,s3_history_mpc18,ood_valI_frozen_n5_attempt2,3,301,I,False,-1,1
pushobj_norm_envapi_v1,"[""s3_executed_mpc13"", ""s3_executed_mpc14"", ""s3_executed_mpc15"", ""s3_executed_mpc16"", ""s3_executed_mpc17""]",FROZEN,0.005956287030130625,0.006365439388900995,0.005956287030130625,0.006365439388900995,0.005384497810155153,0.005433331709355116,0.00036031845957040787,-0.0004091523587703705,-0.0004091523587703705,-4.8833899199962616e-05,0,False,24,0,18,0,0,s3_history_mpc18,ood_valI_frozen_n5_attempt2,3,301,I,True,-1,-1
pushobj_norm_envapi_v1,"[""s3_executed_mpc13"", ""s3_executed_mpc14"", ""s3_executed_mpc15"", ""s3_executed_mpc16"", ""s3_executed_mpc17""]",FROZEN,0.005819964688271284,0.005813733674585819,0.005819964688271284,0.005813733674585819,0.005323280114680529,0.005325851030647755,-8.801929652690887e-06,6.231013685464859e-06,6.231013685464859e-06,-2.5709159672260284e-06,0,True,49,0,18,0,0,s3_history_mpc18,ood_valI_frozen_n5_attempt2,3,301,I,False,1,-1
pushobj_norm_envapi_v1,"[""s3_executed_mpc13"", ""s3_executed_mpc14"", ""s3_executed_mpc15"", ""s3_executed_mpc16"", ""s3_executed_mpc17""]",FROZEN,0.006010169163346291,0.0060106310993433,0.006010169163346291,0.0060106310993433,0.005301286932080984,0.005301589611917734,1.5925616025924683e-07,-4.6193599700927734e-07,-4.6193599700927734e-07,-3.026798367500305e-07,0,False,74,0,18,0,0,s3_history_mpc18,ood_valI_frozen_n5_attempt2,3,301,I,True,-1,-1
pushobj_norm_envapi_v1,"[""s3_executed_mpc13"", ""s3_executed_mpc14"", ""s3_executed_mpc15"", ""s3_executed_mpc16"", ""s3_executed_mpc17""]",FROZEN,0.006004919297993183,0.0060049197636544704,0.006004919297993183,0.0060049197636544704,0.005298483185470104,0.005298484582453966,-9.313225746154785e-10,-4.656612873077393e-10,-4.656612873077393e-10,-1.3969838619232178e-09,0,False,99,0,18,0,0,s3_history_mpc18,ood_valI_frozen_n5_attempt2,3,301,I,True,-1,-1
pushobj_norm_envapi_v1,"[""s3_executed_mpc14"", ""s3_executed_mpc15"", ""s3_executed_mpc16"", ""s3_executed_mpc17"", ""s3_executed_mpc18""]",FROZEN,0.0063651860691607,0.009434043429791927,0.0063651860691607,0.009434043429791927,0.010075194761157036,0.008764251135289669,0.004379800986498594,-0.0030688573606312275,-0.0030688573606312275,0.0013109436258673668,0,False,0,0,19,0,0,s3_history_mpc19,ood_valI_frozen_n5_attempt2,3,301,I,False,-1,1
pushobj_norm_envapi_v1,"[""s3_executed_mpc14"", ""s3_executed_mpc15"", ""s3_executed_mpc16"", ""s3_executed_mpc17"", ""s3_executed_mpc18""]",FROZEN,0.006086344365030527,0.006424866616725922,0.006086344365030527,0.006424866616725922,0.005386837292462587,0.00544751388952136,0.0002778456546366215,-0.0003385222516953945,-0.0003385222516953945,-6.067659705877304e-05,0,False,24,0,19,0,0,s3_history_mpc19,ood_valI_frozen_n5_attempt2,3,301,I,True,-1,-1
pushobj_norm_envapi_v1,"[""s3_executed_mpc14"", ""s3_executed_mpc15"", ""s3_executed_mpc16"", ""s3_executed_mpc17"", ""s3_executed_mpc18""]",FROZEN,0.005779955070465803,0.005781024694442749,0.005779955070465803,0.005781024694442749,0.0053128027357161045,0.005313182715326548,6.896443665027618e-07,-1.069623976945877e-06,-1.069623976945877e-06,-3.7997961044311523e-07,0,False,49,0,19,0,0,s3_history_mpc19,ood_valI_frozen_n5_attempt2,3,301,I,True,-1,-1
pushobj_norm_envapi_v1,"[""s3_executed_mpc14"", ""s3_executed_mpc15"", ""s3_executed_mpc16"", ""s3_executed_mpc17"", ""s3_executed_mpc18""]",FROZEN,0.0059873927384614944,0.005987867712974548,0.0059873927384614944,0.005987867712974548,0.005288986023515463,0.0052893864922225475,7.450580596923828e-08,-4.7497451305389404e-07,-4.7497451305389404e-07,-4.0046870708465576e-07,0,False,74,0,19,0,0,s3_history_mpc19,ood_valI_frozen_n5_attempt2,3,301,I,True,-1,-1
pushobj_norm_envapi_v1,"[""s3_executed_mpc14"", ""s3_executed_mpc15"", ""s3_executed_mpc16"", ""s3_executed_mpc17"", ""s3_executed_mpc18""]",FROZEN,0.005982296075671911,0.0059822965413331985,0.005982296075671911,0.0059822965413331985,0.005286070052534342,0.005286070518195629,0.0,-4.656612873077393e-10,-4.656612873077393e-10,-4.656612873077393e-10,0,False,99,0,19,0,0,s3_history_mpc19,ood_valI_frozen_n5_attempt2,3,301,I,True,-1,-1
pushobj_norm_envapi_v1,[],FROZEN,2.520510673522949,2.7977333068847656,2.520510673522949,2.7977333068847656,2.420819044113159,2.6734588146209717,0.024582862854003906,-0.2772226333618164,-0.2772226333618164,-0.2526397705078125,0,False,0,0,0,0,0,s4_history_mpc0,ood_valI_frozen_n5_attempt2,4,401,I,True,-1,-1
pushobj_norm_envapi_v1,[],FROZEN,0.5651329755783081,0.5969629883766174,0.5651329755783081,0.5969629883766174,0.35732388496398926,0.3953879177570343,-0.006234019994735718,-0.031830012798309326,-0.031830012798309326,-0.038064032793045044,0,False,24,0,0,0,0,s4_history_mpc0,ood_valI_frozen_n5_attempt2,4,401,I,True,-1,-1
pushobj_norm_envapi_v1,[],FROZEN,0.07883036136627197,0.07909096032381058,0.07883036136627197,0.07909096032381058,0.18688924610614777,0.19093303382396698,-0.003783188760280609,-0.00026059895753860474,-0.00026059895753860474,-0.004043787717819214,0,False,49,0,0,0,0,s4_history_mpc0,ood_valI_frozen_n5_attempt2,4,401,I,True,-1,-1
pushobj_norm_envapi_v1,[],FROZEN,0.09602531790733337,0.09455541521310806,0.09602531790733337,0.09455541521310806,0.18031011521816254,0.1804989129304886,-0.001658700406551361,0.0014699026942253113,0.0014699026942253113,-0.0001887977123260498,0,True,74,0,0,0,0,s4_history_mpc0,ood_valI_frozen_n5_attempt2,4,401,I,False,1,-1
pushobj_norm_envapi_v1,[],FROZEN,0.10445529222488403,0.10445524007081985,0.10445529222488403,0.10445524007081985,0.17934571206569672,0.17934581637382507,-1.564621925354004e-07,5.21540641784668e-08,5.21540641784668e-08,-1.043081283569336e-07,0,True,99,0,0,0,0,s4_history_mpc0,ood_valI_frozen_n5_attempt2,4,401,I,False,1,-1
pushobj_norm_envapi_v1,"[""s4_executed_mpc0""]",FROZEN,0.08006526529788971,0.11821059882640839,0.08006526529788971,0.11821059882640839,0.4652051329612732,0.22426648437976837,0.2790839821100235,-0.03814533352851868,-0.03814533352851868,0.24093864858150482,0,False,0,0,1,0,0,s4_history_mpc1,ood_valI_frozen_n5_attempt2,4,401,I,False,-1,1
pushobj_norm_envapi_v1,"[""s4_executed_mpc0""]",FROZEN,0.08309905230998993,0.09001019597053528,0.08309905230998993,0.09001019597053528,0.18180832266807556,0.1761220395565033,0.012597426772117615,-0.006911143660545349,-0.006911143660545349,0.005686283111572266,0,False,24,0,1,0,0,s4_history_mpc1,ood_valI_frozen_n5_attempt2,4,401,I,False,-1,1
pushobj_norm_envapi_v1,"[""s4_executed_mpc0""]",FROZEN,0.07497012615203857,0.07616345584392548,0.07497012615203857,0.07616345584392548,0.16877706348896027,0.1687607765197754,0.0012096166610717773,-0.0011933296918869019,-0.0011933296918869019,1.6286969184875488e-05,0,False,49,0,1,0,0,s4_history_mpc1,ood_valI_frozen_n5_attempt2,4,401,I,False,-1,1
pushobj_norm_envapi_v1,"[""s4_executed_mpc0""]",FROZEN,0.07094794511795044,0.06959778070449829,0.07094794511795044,0.06959778070449829,0.16555778682231903,0.16560512781143188,-0.0013975054025650024,0.0013501644134521484,0.0013501644134521484,-4.7340989112854004e-05,0,True,74,0,1,0,0,s4_history_mpc1,ood_valI_frozen_n5_attempt2,4,401,I,False,1,-1
pushobj_norm_envapi_v1,"[""s4_executed_mpc0""]",FROZEN,0.06902146339416504,0.06902141869068146,0.06902146339416504,0.06902141869068146,0.1651258021593094,0.16512587666511536,-1.1920928955078125e-07,4.470348358154297e-08,4.470348358154297e-08,-7.450580596923828e-08,0,True,99,0,1,0,0,s4_history_mpc1,ood_valI_frozen_n5_attempt2,4,401,I,False,1,-1
pushobj_norm_envapi_v1,"[""s4_executed_mpc0"", ""s4_executed_mpc1""]",FROZEN,0.26688387989997864,0.08990945667028427,0.26688387989997864,0.08990945667028427,0.41740697622299194,0.17093642055988312,0.06949613243341446,0.17697442322969437,0.17697442322969437,0.24647055566310883,0,False,0,0,2,0,0,s4_history_mpc2,ood_valI_frozen_n5_attempt2,4,401,I,True,1,1
pushobj_norm_envapi_v1,"[""s4_executed_mpc0"", ""s4_executed_mpc1""]",FROZEN,0.05181831866502762,0.06457863748073578,0.05181831866502762,0.06457863748073578,0.1338537186384201,0.13581836223602295,0.010795675218105316,-0.01276031881570816,-0.01276031881570816,-0.0019646435976028442,0,False,24,0,2,0,0,s4_history_mpc2,ood_valI_frozen_n5_attempt2,4,401,I,True,-1,-1
pushobj_norm_envapi_v1,"[""s4_executed_mpc0"", ""s4_executed_mpc1""]",FROZEN,0.048615481704473495,0.04868972674012184,0.048615481704473495,0.04868972674012184,0.1237533763051033,0.12412317097187042,-0.0002955496311187744,-7.424503564834595e-05,-7.424503564834595e-05,-0.00036979466676712036,0,False,49,0,2,0,0,s4_history_mpc2,ood_valI_frozen_n5_attempt2,4,401,I,True,-1,-1
pushobj_norm_envapi_v1,"[""s4_executed_mpc0"", ""s4_executed_mpc1""]",FROZEN,0.050317395478487015,0.05305975303053856,0.050317395478487015,0.05305975303053856,0.11935048550367355,0.11943189054727554,0.0026609525084495544,-0.002742357552051544,-0.002742357552051544,-8.140504360198975e-05,0,False,74,0,2,0,0,s4_history_mpc2,ood_valI_frozen_n5_attempt2,4,401,I,True,-1,-1
pushobj_norm_envapi_v1,"[""s4_executed_mpc0"", ""s4_executed_mpc1""]",FROZEN,0.05414276197552681,0.05414276197552681,0.05414276197552681,0.05414276197552681,0.1186947375535965,0.11869484931230545,-1.1175870895385742e-07,0.0,0.0,-1.1175870895385742e-07,0,False,99,0,2,0,0,s4_history_mpc2,ood_valI_frozen_n5_attempt2,4,401,I,False,0,-1
pushobj_norm_envapi_v1,"[""s4_executed_mpc0"", ""s4_executed_mpc1"", ""s4_executed_mpc2""]",FROZEN,0.06370523571968079,0.07921451330184937,0.06370523571968079,0.07921451330184937,0.14164108037948608,0.11697901040315628,0.04017134755849838,-0.015509277582168579,-0.015509277582168579,0.024662069976329803,0,False,0,0,3,0,0,s4_history_mpc3,ood_valI_frozen_n5_attempt2,4,401,I,False,-1,1
pushobj_norm_envapi_v1,"[""s4_executed_mpc0"", ""s4_executed_mpc1"", ""s4_executed_mpc2""]",FROZEN,0.03416457027196884,0.035532187670469284,0.03416457027196884,0.035532187670469284,0.07130788266658783,0.07207553833723068,0.0005999617278575897,-0.0013676173985004425,-0.0013676173985004425,-0.0007676556706428528,0,False,24,0,3,0,0,s4_history_mpc3,ood_valI_frozen_n5_attempt2,4,401,I,True,-1,-1
pushobj_norm_envapi_v1,"[""s4_executed_mpc0"", ""s4_executed_mpc1"", ""s4_executed_mpc2""]",FROZEN,0.035203300416469574,0.037285976111888885,0.035203300416469574,0.037285976111888885,0.06686597317457199,0.06687816977500916,0.002070479094982147,-0.0020826756954193115,-0.0020826756954193115,-1.2196600437164307e-05,0,False,49,0,3,0,0,s4_history_mpc3,ood_valI_frozen_n5_attempt2,4,401,I,True,-1,-1
